STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV20
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/04/2008,8.95,1444,1557,0.06,0,0,,74,46,,310,280,0,21,23.9,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/04/2008,6.04,1934,1926,0.02,0,0,,53,43,,170,170,0,15,17.9,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/04/2008,8.95,1528,1527,0.3,0,0,,72,47,,210,210,0,21,25.9,1,1,1,,1,,,,1,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/04/2008,10.07,1713,1833,0,0,0,,55,39,,360,360,0,19.9,21.9,,,,,1,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/04/2008,8.05,915,1000,0,0,0,,55,35,,10,350,0,16.1,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/04/2008,8.05,1543,1542,0,0,0,,60,37,,160,160,0,21.9,25.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/04/2008,6.04,1345,1345,0,0,0,,64,32,,160,160,0,21,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/04/2008,7.83,1624,1623,0,0,0,,71,34,,50,60,0,17.9,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/04/2008,5.82,1401,1401,0,0,0,,78,43,,160,160,0,17,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/04/2008,4.92,1624,1522,0,0,0,,75,46,,180,180,0,15,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/04/2008,7.61,1524,1551,0,0,0,,66,43,,150,120,0,15,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/04/2008,6.93,1335,1409,0,0,0,,68,45,,160,150,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/04/2008,6.04,1435,1434,0,0,0,,69,43,,160,160,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/04/2008,8.72,1412,2050,0,0,0,,82,44,,190,230,0,19.9,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/04/2008,10.74,708,1014,0.01,0,0,,76,56,,10,10,0,23.9,30,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/04/2008,7.83,1703,1351,0,0,0,,69,45,,130,160,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/04/2008,8.05,952,950,0,0,0,,63,43,,80,90,0,16.1,21.9,,,,,,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/04/2008,3.58,1937,1621,0,0,0,,52,44,,80,110,0,8.9,12.1,,,,,1,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/04/2008,10.07,2316,2315,1.46,0,0,,58,45,,180,180,0,19.9,23.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/04/2008,9.17,1445,1354,0.81,0,0,,59,43,,300,310,0,23.9,31.1,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/04/2008,9.17,1710,1217,0,0,0,,56,38,,290,280,0,17.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/05/2008,7.38,1434,1703,0,0,0,,60,34,,150,240,0,21.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/05/2008,6.71,1441,1405,0.16,0,0,,51,47,,110,100,0,13,15,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/05/2008,7.83,1355,1354,0.17,0,0,,48,45,,70,60,0,15,17,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/05/2008,7.61,1713,1712,0.21,0,0,,59,45,,10,10,0,16.1,19.9,1,,,,1,,,,1,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/05/2008,6.49,1402,1529,0,0,0,,67,40,,190,160,0,16.1,17.9,1,1,,,,,,,1,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/05/2008,5.37,1733,1733,0,0,0,,74,43,,160,160,0,17.9,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/05/2008,9.84,1315,1117,0,0,0,,74,56,,160,310,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/05/2008,9.4,1615,1614,0.11,0,0,,75,55,,270,270,0,17,21.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/05/2008,10.51,2338,2257,0.45,0,0,,59,47,,20,30,0,21.9,25.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/05/2008,12.75,1017,853,0,0,0,,67,45,,30,40,0,21.9,28,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/05/2008,8.28,1555,920,0,0,0,,65,41,,150,30,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/05/2008,17.67,1413,1316,0,0,0,,50,45,,40,30,0,29.1,36,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/05/2008,15.88,1056,937,0,0,0,,68,47,,30,50,0,36,47,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/05/2008,6.26,1457,1501,0,0,0,,73,42,,180,190,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/05/2008,3.8,1633,1617,0,0,0,,65,48,,160,160,0,13,15,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/05/2008,7.83,2200,2200,0.27,0,0,,60,48,,40,30,0,17,19.9,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/05/2008,11.41,1650,1455,0.3,0,0,,75,49,,260,290,0,23,29.1,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/05/2008,10.29,1527,1450,0.01,0,0,,71,54,,210,210,0,21.9,25.1,,,,,1,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/05/2008,12.3,1506,1506,0,0,0,,61,49,,270,240,0,30,36.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/05/2008,8.72,1058,1057,0.24,0,0,,63,45,,220,220,0,23,29.1,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/05/2008,9.4,1500,1707,0,0,0,,69,48,,220,220,0,23,25.9,1,,,,,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/05/2008,7.83,1739,1652,0,0,0,,60,48,,270,300,0,16.1,19.9,,,,,,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/05/2008,11.86,1727,1713,0,0,0,,73,45,,310,310,0,23,29.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/05/2008,9.84,1523,756,0,0,0,,71,53,,360,350,0,19.9,25.1,,,,,,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/05/2008,8.05,1649,937,0,0,0,,76,50,,200,340,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/05/2008,14.54,1510,1318,0,0,0,,77,52,,210,230,0,30,36.9,,,,,1,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/05/2008,11.41,2310,2303,0.02,0,0,,78,59,,360,360,0,25.1,30,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/05/2008,10.96,3,404,0,0,0,,69,50,,10,10,0,25.1,31.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/05/2008,10.07,1524,1524,0,0,0,,77,46,,270,260,0,21,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/05/2008,9.84,1512,1502,0,0,0,,77,57,,160,160,0,17.9,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/05/2008,12.08,1352,1250,0.01,0,0,,68,61,,210,210,0,19.9,25.1,1,,1,,,,1,1,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/06/2008,9.4,1405,1413,0,0,0,,84,58,,260,290,0,21,28,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/06/2008,8.5,1245,1258,0,0,0,,80,58,,300,330,0,21,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/06/2008,10.07,1444,1423,0,0,0,,85,56,,200,190,0,23.9,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/06/2008,8.05,1045,1051,0.29,0,0,,67,58,,160,160,0,15,17.9,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/06/2008,11.86,1243,1144,0,0,0,,62,57,,40,30,0,21,28,1,,,,,,,1,,,,1,1,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/06/2008,6.04,1618,1616,0.31,0,0,,60,54,,170,170,0,15,17.9,1,,,,1,,,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/06/2008,5.82,1212,1219,0,0,0,,85,56,,170,160,0,12.1,13,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/06/2008,8.95,1717,1703,0,0,0,,94,74,,280,260,0,17.9,23.9,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/06/2008,8.72,1427,1427,0,0,0,,97,74,,280,280,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/06/2008,6.93,2242,2241,0,0,0,,96,70,,260,260,0,25.9,38,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/06/2008,9.62,1333,1613,0,0,0,,87,69,,300,270,0,17.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/06/2008,8.72,1347,1249,0,0,0,,83,57,,310,360,0,17,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/06/2008,7.38,1620,1621,0,0,0,,80,56,,200,200,0,17,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/06/2008,6.04,1605,1554,0,0,0,,84,60,,140,150,0,13,15,1,,,,1,,1,1,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/06/2008,6.49,907,821,0.28,0,0,,68,58,,50,20,0,14.1,16.1,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/06/2008,7.61,2234,,0.74,0,0,,69,59,,120,,0,10.1,,1,,1,,1,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/06/2008,8.05,1613,1612,0.01,0,0,,79,59,,240,250,0,19.9,23.9,1,,1,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/06/2008,8.05,1543,1556,0.17,0,0,,74,53,,200,190,0,19.9,23,1,,1,,1,,,,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/06/2008,6.71,1509,1508,0,0,0,,73,57,,160,170,0,17.9,21,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/06/2008,8.28,1458,1456,0,0,0,,79,58,,210,210,0,21.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/06/2008,7.61,1721,1621,0,0,0,,84,63,,200,210,0,16.1,19.9,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/06/2008,10.29,1403,1402,0.01,0,0,,82,65,,210,210,0,25.1,30,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/06/2008,6.71,1324,1504,0.08,0,0,,76,68,,160,160,0,14.1,15,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/06/2008,5.14,1728,1727,0.46,0,0,,81,62,,360,360,0,28,34.9,1,,1,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/06/2008,7.83,1806,1501,0,0,0,,83,62,,240,300,0,16.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/06/2008,6.49,1455,1454,0,0,0,,79,62,,210,200,0,13,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/06/2008,5.82,1501,1459,0,0,0,,84,65,,210,210,0,14.1,16.1,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/06/2008,5.82,1525,1530,0.07,0,0,,85,68,,160,140,0,17,21,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/06/2008,9.62,1545,2050,0,0,0,,92,70,,190,210,0,21,25.1,1,1,,,,,1,1,1,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/06/2008,9.17,1530,1308,0.06,0,0,,88,70,,200,240,0,17.9,23,1,,1,,1,,1,1,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/07/2008,8.5,1350,1417,0,0,0,,87,68,,200,190,0,17,21.9,1,,,,,,,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/07/2008,7.61,1326,1323,0,0,0,,83,68,,270,260,0,21.9,28,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/07/2008,11.41,1733,1732,0,0,0,,88,65,,240,250,0,21,28,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/07/2008,5.59,1020,1020,0.02,0,0,,74,65,,30,30,0,16.1,17,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/07/2008,3.36,1531,1528,0.24,0,0,,72,66,,80,90,0,8.1,8.9,1,,,,1,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/07/2008,5.59,1304,1245,0,0,0,,80,67,,170,170,0,14.1,16.1,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/07/2008,8.05,1544,1543,0,0,0,,87,69,,210,210,0,17,19.9,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/07/2008,9.4,1450,1449,0,0,0,,90,71,,210,210,0,19.9,23.9,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/07/2008,10.29,1204,1437,0,0,0,,90,71,,200,180,0,23,28,1,,,,,,1,1,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/07/2008,10.51,1512,1325,0,0,0,,86,67,,310,290,0,19.9,23.9,,,,,,,,1,,,,,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/07/2008,6.49,1529,1519,0,0,0,,84,62,,170,160,0,15,17,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/07/2008,7.61,1826,1820,0,0,0,,84,66,,200,210,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/07/2008,11.86,1610,1358,0,0,0,,82,69,,180,200,0,23,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",14/07/2008,7.38,1256,1255,0,0,0,,87,70,,280,270,0,16.1,19.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",15/07/2008,6.49,1343,1431,0,0,0,,88,65,,140,160,0,17,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",16/07/2008,6.26,1618,1624,0,0,0,,91,64,,150,160,0,15,17,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",17/07/2008,5.82,1318,1047,0,0,0,,93,67,,290,340,0,14.1,17,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",18/07/2008,6.71,2018,1301,0,0,0,,95,69,,310,230,0,15,21,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",19/07/2008,7.61,1604,1603,0,0,0,,96,72,,250,250,0,21.9,25.1,1,,,,,,1,1,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",20/07/2008,10.74,1658,1503,0,0,0,,94,72,,200,190,0,23.9,30,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",21/07/2008,7.83,1730,1708,0.38,0,0,,90,71,,60,30,0,19.9,23,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",22/07/2008,7.83,1718,1707,0,0,0,,82,68,,180,190,0,17,21.9,,,,,1,,,,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",23/07/2008,8.05,1457,1457,2.17,0,0,,78,67,,270,280,0,32,40,1,1,1,,1,,1,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",24/07/2008,13.42,1013,754,1.52,0,0,,80,69,,220,180,0,28,36,1,1,1,,1,,1,1,,,,,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",25/07/2008,4.03,1414,1815,0,0,0,,85,67,,300,250,0,13,17,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",26/07/2008,7.61,1409,1408,0,0,0,,86,63,,230,240,0,19.9,23,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",27/07/2008,8.5,1457,1456,0.9,0,0,,78,64,,210,230,0,21,23.9,1,,1,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",28/07/2008,6.04,1629,1634,0,0,0,,85,63,,210,220,0,16.1,17.9,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",29/07/2008,7.83,1422,1421,0,0,0,,87,68,,280,270,0,17,21.9,,,,,,,,1,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",30/07/2008,6.49,1657,1656,0,0,0,,83,66,,200,210,0,15,17,1,,,,,,,,,,,1,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",31/07/2008,7.83,1424,1424,0.05,0,0,,83,70,,160,150,0,17.9,21.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",01/08/2008,5.82,1033,1129,0,0,0,,86,69,,290,280,0,15,17,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",02/08/2008,5.14,1448,1447,0.14,0,0,,84,68,,200,200,0,16.1,17.9,1,,1,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",03/08/2008,7.16,1713,1713,0,0,0,,83,66,,300,300,0,15,17.9,1,,,,,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",04/08/2008,8.95,1345,1059,0,0,0,,84,65,,300,320,0,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",05/08/2008,7.61,1740,1712,0,0,0,,78,66,,200,180,0,15,17.9,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",06/08/2008,7.61,1039,1039,0.52,0,0,,69,64,,150,150,0,17.9,23.9,1,,,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",07/08/2008,6.71,1326,1413,0.08,0,0,,74,65,,160,150,0,17.9,21.9,1,,1,,1,,,,,,,1,1,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",08/08/2008,4.47,1518,1513,0.5,0,0,,79,61,,240,230,0,21,29.1,1,,1,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",09/08/2008,4.7,1620,1538,0,0,0,,77,58,,160,160,0,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",10/08/2008,6.49,1555,1554,0,0,0,,78,61,,170,160,0,17,21,,,,,1,,,,,,,,,,,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",11/08/2008,9.17,846,913,0.25,0,0,,72,65,,60,70,0,16.1,19.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",12/08/2008,7.83,1218,1217,0.11,0,0,,76,62,,260,260,0,15,17.9,1,,,,1,,,,,,,1,,,1,,,,,,
USW00014765,"RHODE ISLAND T.F. GREEN INTERNATIONAL AIRPORT, RI US",13/08/2008,5.82,1720,1246,0,0,0,,79,60,,210,220,0,14.1,17.9,,,,,,,,,,,,,,,,,,,,,
